Name	ID	Transect	Topography	Elevation	Long	Lat	PPT_At	PPT_Sm	PPT_Sp	PPT_Wt	Tmax_At	Tmax_Sm	Tmax_Sp	Tmax_Wt	Tmin_At	Tmin_Sm	Tmin_Sp	Tmin_Wt	H_Index	PC1	Pg.03r201021s000001_527438_G	Pg.03r201021s000001_527441_C	Pg.03r201021s000001_527450_C	Pg.03r201021s000001_527476_G	Pg.03r201021s000001_527484_G	Pg.03r201021s000001_527580_T	Pg.03r201021s000001_527585_T	Pg.03r201021s000001_527769_A	Pg.03r201021s000001_527789_A	Pg.03r201021s000001_1243804_G	Pg.03r201021s000001_1243887_A	Pg.03r201021s000001_1243909_G	Pg.03r201021s000001_1243910_C	Pg.03r201021s000001_1243980_T	Pg.03r201021s000001_1243981_A	Pg.03r201021s000001_1244116_A	Pg.03r201021s000001_1244125_T	Pg.03r201021s000001_1244179_G	Pg.03r201021s000001_1244230_T	Pg.03r201021s000001_1244266_T	Pg.03r201021s000001_1244270_A	Pg.03r201021s000001_1244273_A	Pg.03r201021s000001_1244308_T	Pg.03r201021s000001_1244375_A	Pg.03r201021s000001_1244389_G	Pg.03r201021s000001_1244396_A	Pg.03r201021s000001_1244398_C	Pg.03r201021s000001_1814892_C	Pg.03r201021s000001_1814971_A	Pg.03r201021s000001_1814993_T	Pg.03r201021s000001_1814995_T
CAL_105502_P003_WC11	 1.3.11	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.0881468	2	2	0	2	0	2	2	2	2	2	0	0	2	0	1	1	0	1	1	0	0	0	1	0	0	0	0	2	0	0	2
CAL_105502_P003_WC12	 2.1.15	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	0.0477367	NA	NA	NA	0	2	0	0	0	0	0	2	0	0	NA	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0
CAL_105502_P003_WD01	 1.2.11	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0472458	0	0	2	0	2	0	0	0	0	2	0	1	1	1	0	0	1	1	1	NA	1	0	0	0	0	1	0	2	1	0	1
CAL_105502_P003_WD02	 3.2.3	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0204702	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	0	0	NA	NA	0	0	2	0	0	0	0	0	0	1	1	0
CAL_105502_P003_WD03	 8.3.3	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0292395	0	0	0	2	0	0	0	2	2	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0
CAL_105502_P003_WD04	 4.3.7	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.099966	NA	2	0	2	0	2	1	0	1	NA	NA	0	2	0	2	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	2
CAL_105502_P003_WD05	 4.3.15	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0578517	NA	NA	NA	NA	NA	1	0	NA	2	0	1	0	1	1	NA	NA	1	1	1	0	1	1	0	0	0	0	0	NA	NA	0	2
CAL_105502_P003_WD06	 1.3.3	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.057794	NA	NA	NA	0	2	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	2	0	NA	NA	0	2	0	0
CAL_105502_P003_WD07	 3.1.7	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0109399	0	0	1	0	2	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	NA	NA	NA	0	1	0	0
CAL_105502_P003_WD08	 4.3.3	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.104479	NA	NA	NA	NA	NA	2	1	1	1	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	0	0	0	NA	0	0	2
CAL_105502_P003_WD09	 6.3.3	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0540524	NA	NA	1	1	1	0	0	NA	NA	1	1	0	NA	1	0	0	0	1	1	1	1	0	0	0	1	1	NA	0	1	1	0
CAL_105502_P003_WD10	 7.1.7	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0556674	NA	NA	NA	NA	NA	0	0	2	2	0	2	NA	0	2	0	0	1	0	0	0	2	0	0	0	2	2	2	0	2	0	0
CAL_105502_P003_WD11	 7.1.15	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0234564	0	0	2	0	2	0	0	NA	NA	0	NA	NA	NA	1	0	0	1	1	1	1	1	0	0	0	2	2	2	0	2	0	0
CAL_105502_P003_WD12	 3.1.11	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.00651961	0	0	2	0	2	0	0	0	0	NA	NA	0	NA	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	2	0	0
CAL_105502_P003_WE01	 4.3.11	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0850635	NA	NA	0	1	0	2	1	1	1	NA	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	2	0	2	0	0	2
CAL_105502_P003_WE02	 7.2.12	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	0.0348177	NA	NA	NA	NA	NA	1	0	0	0	0	NA	0	0	NA	0	0	0	0	1	0	0	1	0	0	1	1	0	2	0	0	1
CAL_105502_P003_WE03	 3.3.15	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.0228226	0	0	2	0	2	0	0	1	1	NA	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0
CAL_105502_P003_WE04	 1.1.7	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0502489	0	2	0	1	1	1	1	1	1	0	NA	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	2	1	0	NA
CAL_105502_P003_WE05	 4.1.7	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	0.0269633	0	0	2	0	2	0	0	0	0	1	NA	0	NA	1	0	0	0	1	1	0	0	1	0	0	1	1	NA	0	2	0	0
CAL_105502_P003_WE06	 7.1.11	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0724883	0	1	1	0	NA	1	1	1	1	0	0	0	0	0	1	1	0	0	2	0	0	0	NA	0	0	0	0	2	1	0	1
CAL_105502_P003_WE07	 9.1.7	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0331257	NA	NA	NA	0	2	0	0	0	0	NA	2	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0
CAL_105502_P003_WE08	 7.3.11	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.088342	NA	NA	0	2	0	1	1	NA	1	2	0	0	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	2	0	NA	NA
CAL_105502_P003_WE09	 4.1.3	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0159387	NA	NA	NA	0	2	1	0	0	0	2	0	0	2	1	1	1	0	0	1	NA	NA	0	1	0	1	1	1	2	0	0	2
CAL_105502_P003_WE10	 1.2.15	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0398704	0	0	2	1	1	1	1	1	1	0	NA	1	NA	1	0	0	1	1	1	NA	NA	0	0	NA	NA	NA	NA	0	2	0	0
CAL_105502_P003_WE11	 3.3.11	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.0367703	0	0	1	1	1	0	0	1	1	1	NA	0	NA	1	1	1	0	1	1	1	1	0	1	0	0	2	0	0	1	1	0
CAL_105502_P003_WF01	 9.3.3	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.050994	0	0	NA	0	2	0	0	1	1	NA	1	0	NA	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0
CAL_105502_P003_WF02	 1.2.3	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0484275	NA	NA	2	0	2	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	NA	1	0	0	0	0	0	0	2	0	0
CAL_105502_P003_WF03	 2.1.7	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	0.046335	0	0	1	1	1	1	NA	NA	1	NA	2	0	0	2	0	0	0	0	0	1	1	1	0	NA	0	0	0	0	2	0	0
CAL_105502_P003_WF04	 9.3.11	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0451318	0	0	2	0	2	0	0	0	0	0	2	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	2	0	0
CAL_105502_P003_WF05	 1.2.7	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.00343274	NA	NA	NA	0	2	0	0	2	2	1	1	0	1	1	0	0	0	1	2	0	0	0	NA	1	0	1	0	NA	2	0	0
CAL_105502_P003_WF06	 3.2.7	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0497269	0	0	2	0	2	0	0	1	1	NA	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	NA	NA	0	2	0	0
CAL_105502_P003_WF07	 1.1.11	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	0.0462923	0	0	2	0	2	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	NA	2	0	0
CAL_105502_P003_WF08	 2.3.16	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0165639	0	0	1	1	1	NA	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	2	2	0	2	0	1	1
CAL_105502_P003_WF09	 2.2.7	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0757629	0	1	0	2	1	1	1	2	2	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1
CAL_105502_P003_WF10	 6.1.7	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0312328	NA	NA	NA	NA	NA	2	0	NA	NA	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAL_105502_P003_WF11	 6.1.15	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0120957	0	0	2	0	2	0	0	0	0	1	1	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0
CAL_105502_P003_WF12	 2.3.12	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0691715	0	0	0	2	0	0	0	2	0	NA	0	0	NA	0	2	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	2
CAL_105502_P003_WG01	 3.1.15	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.0550373	0	0	0	2	0	1	0	NA	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	2	0
CAL_105502_P003_WG02	 6.3.15	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0305123	0	0	2	0	2	1	0	1	1	0	2	1	0	2	0	0	1	1	1	0	1	1	0	0	1	1	1	0	2	0	0
CAL_105502_P003_WG03	 9.1.11	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.050103	NA	NA	NA	NA	NA	1	1	2	2	1	0	0	0	1	1	1	0	0	1	0	0	NA	1	0	0	0	0	0	1	0	1
CAL_105502_P003_WG04	 6.1.3	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0418483	0	0	0	0	NA	1	0	NA	0	0	2	0	0	2	0	0	0	0	0	1	1	1	0	NA	NA	NA	NA	0	1	1	0
CAL_105502_P003_WG05	 7.1.3	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	-0.0480771	0	0	0	0	0	1	0	2	2	1	1	NA	1	1	0	0	1	1	1	0	1	0	0	0	1	2	1	0	2	0	0
CAL_105502_P003_WG06	 4.1.15	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	0.0357348	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	1	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
CAL_105502_P003_WG07	 6.1.11	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0185815	2	2	0	2	0	2	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	2	2	2	1	1	0	1
CAL_105502_P003_WG08	 2.1.3	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	0.042855	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	1	1	1	NA	2	0	0
CAL_105502_P003_WG09	 8.2.7	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0464395	0	0	2	0	2	NA	0	0	NA	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0
CAL_105502_P003_WG10	 9.1.15	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0488764	0	0	2	0	2	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1
CAL_105502_P003_WG11	 4.1.11	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	0.026955	0	0	2	2	0	1	1	1	1	2	0	0	2	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	NA	0	NA
CAL_105502_P003_WG12	 3.1.3	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	-0.054587	NA	2	0	NA	0	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	0	0	0	2	0	0	2
CAL_105502_P003_WH01	 8.2.11	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82	0.0493915	0	0	0	2	0	2	1	2	2	NA	0	0	2	1	0	0	0	1	1	1	1	0	0	0	NA	NA	NA	0	NA	1	0
CAL_105502_P003_WH02	 2.2.15	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0842485	2	2	0	2	0	2	2	1	1	1	1	0	1	1	1	1	0	0	1	NA	1	0	1	0	0	0	0	2	1	0	1
CAL_105502_P003_WH03	 4.2.11	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0844228	0	2	0	2	0	1	1	2	1	2	0	0	2	0	1	1	0	1	2	0	0	0	NA	0	0	0	0	2	0	0	2
CAL_105502_P003_WH04	 1.3.15	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.0543096	2	2	0	2	0	1	1	1	1	2	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	1	1	0	1
CAL_105502_P003_WH05	 6.3.11	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0319044	NA	NA	NA	0	2	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	2	0	0
CAL_105502_P003_WH06	 2.2.11	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0545885	0	0	2	0	2	1	1	1	1	1	1	NA	1	1	0	0	1	1	1	1	1	0	0	0	NA	NA	NA	0	1	0	1
CAL_105502_P003_WH07	 4.2.7	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0576548	0	0	0	1	0	2	0	1	1	NA	0	0	NA	0	1	1	0	0	2	0	0	0	2	1	0	0	0	1	0	0	2
CAL_105502_P003_WH08	 2.3.8	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	0.017218	0	0	2	0	2	1	1	0	0	1	0	0	2	0	1	NA	0	NA	2	0	0	0	2	0	1	1	1	0	NA	0	NA
CAL_105502_P003_WH09	 6.3.7	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	-0.0711497	0	0	2	0	2	NA	NA	0	0	2	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	NA	1	0	1
CAL_105502_P003_WH10	 4.2.3	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121	-0.0044215	NA	NA	NA	2	0	0	0	2	1	1	0	0	1	0	1	1	0	1	2	0	0	0	1	0	0	1	0	2	0	0	2
CAL_105502_P003_WH11	 2.3.4	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0617175	0	0	0	2	0	2	1	2	2	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	NA	2	0	0
CAL_105502_P003_WH12	 2.2.3	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.0739686	2	2	0	2	0	2	1	2	2	1	1	0	1	1	1	1	0	0	1	0	0	0	2	0	0	0	0	1	NA	0	1
CAL_105502_P004_WA01	 7.2.7	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	0.0210264	0	0	1	1	1	0	0	0	0	2	0	0	2	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1
CAL_105502_P004_WA02	 9.2.16	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0431183	0	0	2	0	2	NA	0	1	1	1	1	0	1	1	0	0	0	1	1	NA	NA	0	0	0	2	2	2	0	2	0	0
CAL_105502_P004_WA03	 6.2.16	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.0143237	0	0	0	2	0	0	0	2	2	NA	NA	1	NA	1	0	0	1	1	NA	0	2	0	0	0	1	1	1	NA	2	0	0
CAL_105502_P004_WA04	 9.1.16	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0230514	0	0	2	0	2	0	0	0	0	0	2	1	0	2	0	0	NA	1	1	0	1	0	0	0	2	2	1	0	1	0	NA
CAL_105502_P004_WA05	 9.1.4	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0484845	0	0	0	2	1	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	NA	NA	1	0	1	1	0	NA	NA	0	1	1	0
CAL_105502_P004_WA06	 2.1.16	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	-0.011497	0	0	0	2	0	1	0	2	2	0	1	0	0	1	0	0	0	0	1	1	NA	1	0	0	2	NA	NA	0	2	0	0
CAL_105502_P004_WA07	 9.3.8	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0430846	0	1	1	1	1	1	1	1	1	NA	1	0	1	1	1	1	0	0	2	0	0	0	NA	0	2	0	0	2	0	0	2
CAL_105502_P004_WA08	 6.1.16	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322	0.00147611	0	0	2	0	2	0	0	NA	NA	NA	2	0	0	2	0	0	NA	1	1	0	NA	1	0	0	0	0	0	0	2	0	0
CAL_105502_P004_WA09	 7.2.18	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	0.0050739	0	2	0	2	0	1	1	2	2	1	1	0	1	0	0	1	0	1	NA	NA	NA	0	1	0	1	1	1	2	NA	0	1
CAL_105502_P004_WA10	 9.2.8	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.049234	NA	NA	NA	NA	NA	0	0	0	0	0	2	0	0	1	0	0	0	1	1	1	1	0	0	0	2	0	0	0	2	0	0
CAL_105502_P004_WA11	 9.3.12	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873	0.0503589	0	0	1	1	1	0	0	2	2	0	2	0	0	1	0	0	0	0	1	NA	0	NA	0	0	0	2	0	0	2	0	0
CAL_105502_P004_WA12	 3.2.12	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548	0.0507604	0	0	2	0	2	0	0	NA	NA	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	NA	1	0	0	2	0	0
CAL_105502_P004_WB01	 2.1.12	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111	0.049383	0	0	2	NA	NA	0	0	0	0	0	2	0	0	NA	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
CAL_105502_P004_WB02	 7.2.8	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617	0.0327057	0	0	1	1	1	1	0	1	1	NA	2	0	0	1	0	0	NA	0	1	1	1	0	0	0	2	NA	NA	NA	1	1	0
CAL_105502_P004_WB03	 1.3.4	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772	-0.0835025	0	2	0	2	0	1	1	0	0	0	1	1	1	1	1	1	1	NA	1	0	1	0	0	0	2	2	2	1	1	0	1
